Date @20:00:00 UTC+1,Sale Type,Store Sales,Concept Sale,Game Milestones,Comments,,,,,,,
2019-08-19,,,,,,,,,,,,
2019-08-20,,,,,,,,,,,,
2019-08-21,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,
2019-08-23,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,
2019-08-25,,,,,,,,,,,,
2019-08-26,,,,,,,,,,,,
2019-08-27,,,,,,,,,,,,
2019-08-28,,,,,,,,,,,,
2019-08-29,,,,,,,,,,,,
2019-08-30,,,,,,,,,,,,
2019-08-31,,,,,,,,,,,,
2019-09-01,,,,,,,,,,,,
2019-09-02,,,,,,,,,,,,
2019-09-03,,,,,,,,,,,,
2019-09-04,,,,,,,,,,,,
2019-09-05,,,,,,,,,,,,
2019-09-06,,,,,,,,,,,,
2019-09-07,,,,,,,,,,,,
2019-09-08,,,,,,,,,,,,
2019-09-09,,,,,,,,,,,,
2019-09-10,,,,,,,,,,,,
2019-09-11,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,
2019-09-13,,,,,,,,,,,,
2019-09-14,,,,,,,,,,,,
2019-09-15,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,
2019-09-19,,,,,,,,,,,,
2019-09-20,,,,,,,,,,,,
2019-09-21,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,
2019-09-24,,,,,,,,,,,,
2019-09-25,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,
2019-09-27,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,,
2019-09-29,,,,,,,,,,,,
2019-09-30,,,,,,,,,,,,
2019-10-01,,,,,,,,,,,,
2019-10-02,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,
2019-10-05,,,,,,,,,,,,
2019-10-06,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,
2019-10-09,,,,,,,,,,,,
2019-10-10,,,,,,,,,,,,
2019-10-11,,,,,,,,,,,,
2019-10-12,,,,,,,,,,,,
2019-10-13,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,
2019-10-17,,,,,,,,,,,,
2019-10-18,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,
2019-10-20,,,,,,,,,,,,
2019-10-21,,,,,,,,,,,,
2019-10-22,,,,,,,,,,,,
2019-10-23,,,,,,,,,,,,
2019-10-24,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,
2019-10-27,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,
2019-10-29,,,,,,,,,,,,
2019-10-30,,,,,,,,,,,,
2019-10-31,,,,,,,,,,,,
2019-11-01,,,,,,,,,,,,
2019-11-02,,,,,,,,,,,,
2019-11-03,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,
2019-11-05,,,,,,,,,,,,
2019-11-06,,,,,,,,,,,,
2019-11-07,,,,,,,,,,,,
2019-11-08,,,,,,,,,,,,
2019-11-09,,,,,,,,,,,,
2019-11-10,,,,,,,,,,,,
2019-11-11,,,,,,,,,,,,
2019-11-12,,,,,,,,,,,,
2019-11-13,,,,,,,,,,,,
2019-11-14,,,,,,,,,,,,
2019-11-15,,,,,,,,,,,,
2019-11-16,,,,,,,,,,,,
2019-11-17,,,,,,,,,,,,
2019-11-18,,,,,,,,,,,,
2019-11-19,,,,,,,,,,,,
2019-11-20,,,,,,,,,,,,
2019-11-21,,,,,,,,,,,,
2019-11-22,,,,,,,,,,,,
2019-11-23,,,,,CitizenCon 2949,,,,,,,
2019-11-24,IAE 1,Anvil,,,,,,,,,,
2019-11-25,IAE 2,RSI,,,,,,,,,,
2019-11-26,IAE 3,"Kruger Intergalactic, Consolidated Outland, Tumbril",,,,,,,,,,
2019-11-27,IAE 4,"Argo Astronautics, MISC, Crusader Industries",,,,,,,,,,
2019-11-28,IAE 5,"Aopoa, Esperia",,,,,,,,,,
2019-11-29,IAE 6,Aegis Dynamics,,,,,,,,,,
2019-11-30,IAE 7,Drake Interplanetary,,,,,,,,,,
2019-12-01,IAE 8,Origin Jumpworks,,,,,,,,,,
2019-12-02,IAE 9,Best in Show,,,,,,,,,,
2019-12-03,IAE 10,,,,,,,,,,,
2019-12-04,IAE 11,,,,,,,,,,,
2019-12-05,IAE 12,,,,,,,,,,,
2019-12-06,,,,,#REF!,,,,,,,
2019-12-07,,,,,,,,,,,,
2019-12-08,,,,,,,,,,,,
2019-12-09,,,,,,,,,,,,
2019-12-10,,,,,,,,,,,,
2019-12-11,,,,,,,,,,,,
2019-12-12,,Crusader Ares Sale,,,,,,,,,,
2019-12-13,,,,,,,,,,,,
2019-12-14,,,,,,,,,,,,
2019-12-15,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,
2019-12-17,,,,,,,,,,,,
2019-12-18,,,,,,,,,,,,
2019-12-19,,,,,,,,,,,,
2019-12-20,,,,,,,,,,,,
2019-12-21,,,,,,,,,,,,
2019-12-22,,Argo MOLE Sale,,,,,,,,,,
2019-12-23,,,,,,,,,,,,
2019-12-24,,,,,,,,,,,,
2019-12-25,,,,,,,,,,,,
2019-12-26,,,,,,,,,,,,
2019-12-27,,,,,,,,,,,,
2019-12-28,,,,,,,,,,,,
2019-12-29,,,,,,,,,,,,
2019-12-30,,,,,,,,,,,,
2019-12-31,,,,,,,,,,,,
2020-01-01,,,,,,,,,,,,
2020-01-02,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,
2020-01-04,,,,,,,,,,,,
2020-01-05,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,,
2020-01-10,,,,,,,,,,,,
2020-01-11,,,,,,,,,,,,
2020-01-12,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,,
2020-01-14,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,
2020-01-18,,,,,,,,,,,,
2020-01-19,,,,,,,,,,,,
2020-01-20,,,,,,,,,,,,
2020-01-21,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,,
2020-01-25,,,,,,,,,,,,
2020-01-26,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,
2020-01-31,,,,,,,,,,,,
2020-02-01,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,,
2020-02-11,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,
2020-02-14,,,,,,,,,,,,
2020-02-15,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,
2020-02-18,,,,,,,,,,,,
2020-02-19,,,,,,,,,,,,
2020-02-20,,,,,,,,,,,,
2020-02-21,,,,,,,,,,,,
2020-02-22,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,
2020-02-27,,,,,,,,,,,,
2020-02-28,,Anvil Carrack became Flyiable. Increased to $600 with RSI credit.,,,,,,,,,,
2020-02-29,,,,,,,,,,,,
2020-03-01,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,
2020-03-16,FORTUNA 1,St. Patrick's Day 2020 Promo began,,,,,,,,,,
2020-03-17,FORTUNA 2,,,,,,,,,,,
2020-03-18,FORTUNA 3,,,,,,,,,,,
2020-03-19,FORTUNA 4,,,,,,,,,,,
2020-03-20,FORTUNA 5,,,,,,,,,,,
2020-03-21,FORTUNA 6,,,,,,,,,,,
2020-03-22,FORTUNA 7,,,,,,,,,,,
2020-03-23,FORTUNA 8,,,,,,,,,,,
2020-03-24,FORTUNA 9,,,,,,,,,,,
2020-03-25,FORTUNA 10,,,,,,,,,,,
2020-03-26,FORTUNA 11,,,,guesd end date of fortuna,,,,,,,
2020-03-27,,,,,,,,,,,,
2020-03-28,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,
2020-03-31,,,,,,,,,,,,
2020-04-01,,,,,,,,,,,,
2020-04-02,,,,,,,,,,,,
2020-04-03,,,,,,,,,,,,
2020-04-04,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,
2020-04-07,,,,,,,,,,,,
2020-04-08,,,,,,,,,,,,
2020-04-09,,,,,,,,,,,,
2020-04-10,,,,,,,,,,,,
2020-04-11,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,
2020-04-15,,,,,,,,,,,,
2020-04-16,,,,,,,,,,,,
2020-04-17,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,
2020-04-20,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,
2020-04-23,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,
2020-04-28,,,,,,,,,,,,
2020-04-29,,,,,,,,,,,,
2020-04-30,,,,,,,,,,,,
2020-05-01,,,,,Reliant refresh and Prowler released.,,,,,,,
2020-05-02,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,
2020-05-06,,,,,,,,,,,,
2020-05-07,,,,,,,,,,,,
2020-05-08,,,,,,,,,,,,
2020-05-09,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,
2020-05-11,,,,,,,,,,,,
2020-05-12,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,
2020-05-14,,,,,,,,,,,,
2020-05-15,,,,,,,,,,,,
2020-05-16,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,
2020-05-21,INVICTUS 0,Concierge sale of the Origin G12 began.,,,,,,,,,,
2020-05-22,INVICTUS 1,"ILW start, Tumbril RSI Origin",,,Free Fly event started.,,,,,,,
2020-05-23,INVICTUS 2,,,,,,,,,,,
2020-05-24,INVICTUS 3,Anvil,,,,,,,,,,
2020-05-25,INVICTUS 4,,,,,,,,,,,
2020-05-26,INVICTUS 5,Aegis Dynamics,,,,,,,,,,
2020-05-27,INVICTUS 6,Aegis Dynamics,,,,,,,,,,
2020-05-28,INVICTUS 7,ARGO/MISC/CNOU (Consolidated Outland),,,,,,,,,,
2020-05-29,INVICTUS 8,,,,,,,,,,,
2020-05-30,INVICTUS 9,Drake,,,,,,,,,,
2020-05-31,INVICTUS 10,Drake,,,,,,,,,,
2020-06-01,INVICTUS 11,,,,,,,,,,,
2020-06-02,INVICTUS 12,ILW end,,,,,,,,,,
2020-06-03,,,,,,,,,,,,
2020-06-04,,,,,,,,,,,,
2020-06-05,,,,,,,,,,,,
2020-06-06,,,,,,,,,,,,
2020-06-07,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,
2020-06-09,,,,,,,,,,,,
2020-06-10,,,,,,,,,,,,
2020-06-11,,,,,,,,,,,,
2020-06-12,ALIEN 1,Alien Week began.,,,,,,,,,,
2020-06-13,ALIEN 2,,,,,,,,,,,
2020-06-14,ALIEN 3,,,,,,,,,,,
2020-06-15,ALIEN 4,,,,,,,,,,,
2020-06-16,ALIEN 5,,,,,,,,,,,
2020-06-17,ALIEN 6,,,,,,,,,,,
2020-06-18,ALIEN 7,,,,,,,,,,,
2020-06-19,ALIEN 8,Alien Week ended.,,,,,,,,,,
2020-06-20,,,,,,,,,,,,
2020-06-21,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,
2020-06-24,,,,,,,,,,,,
2020-06-25,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,
2020-06-27,,,,,,,,,,,,
2020-06-28,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,
2020-06-30,,,,,,,,,,,,
2020-07-01,,,,,,,,,,,,
2020-07-02,,,,,,,,,,,,
2020-07-03,,,,,,,,,,,,
2020-07-04,,,,,,,,,,,,
2020-07-05,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,
2020-07-08,,,,,,,,,,,,
2020-07-09,,,,,,,,,,,,
2020-07-10,,,,,,,,,,,,
2020-07-11,,,,,,,,,,,,
2020-07-12,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,
2020-07-14,,,,,,,,,,,,
2020-07-15,,,,,,,,,,,,
2020-07-16,,,,,,,,,,,,
2020-07-17,,,,,,,,,,,,
2020-07-18,,,,,,,,,,,,
2020-07-19,,,,,,,,,,,,
2020-07-20,,,,,,,,,,,,
2020-07-21,,,,,,,,,,,,
2020-07-22,,,,,,,,,,,,
2020-07-23,,,,,,,,,,,,
2020-07-24,,,,,,,,,,,,
2020-07-25,,,,,,,,,,,,
2020-07-26,,,,,,,,,,,,
2020-07-27,,,,,,,,,,,,
2020-07-28,,,,,,,,,,,,
2020-07-29,,,,,,,,,,,,
2020-07-30,,,,,,,,,,,,
2020-07-31,,,,,,,,,,,,
2020-08-01,,,,,,,,,,,,
2020-08-02,,,,,,,,,,,,
2020-08-03,,,,,,,,,,,,
2020-08-04,,,,,,,,,,,,
2020-08-05,,,,,,,,,,,,
2020-08-06,,,,,,,,,,,,
2020-08-07,,,,,,,,,,,,
2020-08-08,,,,,,,,,,,,
2020-08-09,,,,,,,,,,,,
2020-08-10,,,,,,,,,,,,
2020-08-11,,,,,,,,,,,,
2020-08-12,,,,,,,,,,,,
2020-08-13,,,,,,,,,,,,
2020-08-14,,,,,,,,,,,,
2020-08-15,,,,,,,,,,,,
2020-08-16,,,,,,,,,,,,
2020-08-17,,,,,,,,,,,,
2020-08-18,,,,,,,,,,,,
2020-08-19,,,,,,,,,,,,
2020-08-20,,,,,,,,,,,,
2020-08-21,,,,,,,,,,,,
2020-08-22,,,,,,,,,,,,
2020-08-23,,,,,,,,,,,,
2020-08-24,,,,,,,,,,,,
2020-08-25,,,,,,,,,,,,
2020-08-26,,,,,,,,,,,,
2020-08-27,,,,,,,,,,,,
2020-08-28,,,,,,,,,,,,
2020-08-29,,,,,,,,,,,,
2020-08-30,,,,,,,,,,,,
2020-08-31,,,,,,,,,,,,
2020-09-01,,,,,,,,,,,,
2020-09-02,,,,,,,,,,,,
2020-09-03,,,,,,,,,,,,
2020-09-04,,,,,,,,,,,,
2020-09-05,,,,,,,,,,,,
2020-09-06,,,,,,,,,,,,
2020-09-07,,,,,,,,,,,,
2020-09-08,,,,,,,,,,,,
2020-09-09,SHOWDOWN 1,"Ship Showdown event begins including free fly, ship sales, referral bonuses, and starter pack deals for those participating in free fly.",,,,,,,,,,
2020-09-10,SHOWDOWN 2,,,,,,,,,,,
2020-09-11,SHOWDOWN 3,,,,,,,,,,,
2020-09-12,SHOWDOWN 4,,,,,,,,,,,
2020-09-13,SHOWDOWN 5,,,,,,,,,,,
2020-09-14,SHOWDOWN 6,,,,,,,,,,,
2020-09-15,SHOWDOWN 7,,,,,,,,,,,
2020-09-16,SHOWDOWN 8,,,,,,,,,,,
2020-09-17,SHOWDOWN 9,,,,,,,,,,,
2020-09-18,PIRATE 1,,,,,,,,,,,
2020-09-19,PIRATE 2,,,,,,,,,,,
2020-09-20,PIRATE 3,,,,,,,,,,,
2020-09-21,PIRATE 4,,,,,,,,,,,
2020-09-22,PIRATE 5,,,,,,,,,,,
2020-09-23,PIRATE 6,Ship Showdown event ends.,,,,,,,,,,
2020-09-24,,,,,,,,,,,,
2020-09-25,,,,,,,,,,,,
2020-09-26,,,,,,,,,,,,
2020-09-27,,,,,,,,,,,,
2020-09-28,,,,,,,,,,,,
2020-09-29,,,,,,,,,,,,
2020-09-30,,,,,,,,,,,,
2020-10-01,,,,,,,,,,,,
2020-10-02,,,,,,,,,,,,
2020-10-03,,,,,,,,,,,,
2020-10-04,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,
2020-10-06,,,,Accounting adjustments,Propably Taxes or something like that,,,,,,,
2020-10-07,,,,,,,,,,,,
2020-10-08,,,,,100 series went live.,,,,,,,
2020-10-09,,,,,,,,,,,,
2020-10-10,,,,,,,,,,,,
2020-10-11,,,,,,,,,,,,
2020-10-12,,,,,,,,,,,,
2020-10-13,,,,,,,,,,,,
2020-10-14,,,,,,,,,,,,
2020-10-15,,,,,,,,,,,,
2020-10-16,,,,,,,,,,,,
2020-10-17,,,,,,,,,,,,
2020-10-18,,,,,,,,,,,,
2020-10-19,,,,,,,,,,,,
2020-10-20,,,,,,,,,,,,
2020-10-21,,,,,,,,,,,,
2020-10-22,,,,,,,,,,,,
2020-10-23,,,,,,,,,,,,
2020-10-24,,,,,,,,,,,,
2020-10-25,,,,,,,,,,,,
2020-10-26,,,,,,,,,,,,
2020-10-27,,,,,,,,,,,,
2020-10-28,,,,Accounting adjustments,,,,,,,,
2020-10-29,,,,,,,,,,,,
2020-10-30,,,,,,,,,,,,
2020-10-31,,,,,,,,,,,,
2020-11-01,,,,,,,,,,,,
2020-11-02,,,,,,,,,,,,
2020-11-03,,,,,,,,,,,,
2020-11-04,,,,,,,,,,,,
2020-11-05,,,,,,,,,,,,
2020-11-06,,,,,,,,,,,,
2020-11-07,,,,,,,,,,,,
2020-11-08,,,,,,,,,,,,
2020-11-09,,,,,,,,,,,,
2020-11-10,,,,,,,,,,,,
2020-11-11,,,,,,,,,,,,
2020-11-12,,,,,,,,,,,,
2020-11-13,,,,,,,,,,,,
2020-11-14,,,,,,,,,,,,
2020-11-15,,,,,,,,,,,,
2020-11-16,,,,,,,,,,,,
2020-11-17,,,,,,,,,,,,
2020-11-18,,,,,,,,,,,,
2020-11-19,,,,,,,,,,,,
2020-11-20,IAE 1,"IAE Begins - Consolidated Outland, Argo, Greycat - Nomad sale starts",,,,,,,,,,
2020-11-21,IAE 2,Aegis Dynamics,,,,,,,,,,
2020-11-22,IAE 3,Anvil Aerospace,,,,,,,,,,
2020-11-23,IAE 4,"Crusader, Tumbril, Kruger - Mercury Star Runner flyable sales starts",,,,,,,,,,
2020-11-24,IAE 5,MISC,,,,,,,,,,
2020-11-25,IAE 6,Drake Interplanetary,,,,,,,,,,
2020-11-26,IAE 7,"Aopoa, Banu, Esperia",,,,,,,,,,
2020-11-27,IAE 8,Origin Jumpworks GmbH,,,,,,,,,,
2020-11-28,IAE 9,RSI Perseus concept sale starts,,,Largest single day total yet. - Roberts Space Industries -,,,,,,,
2020-11-29,IAE 10,"Best in Show - Carrack, Eclipse, Cutlass Black, and Valkyrie",,,,,,,,,,
2020-11-30,IAE 11,"Almost doubled November 2019's total.  Biggest November and month ever.  Beating May 2020 (Invictus Week) by $1,355,439.",,,,,,,,,,
2020-12-01,IAE 12,,,,,,,,,,,
2020-12-02,IAE 13,IAE ends,,,,,,,,,,
2020-12-03,,,,,,,,,,,,
2020-12-04,,,,,,,,,,,,
2020-12-05,,,,,,,,,,,,
2020-12-06,,,,,,,,,,,,
2020-12-07,,,,,,,,,,,,
2020-12-08,,,,,,,,,,,,
2020-12-09,,,,,,,,,,,,
2020-12-10,,,,,,,,,,,,
2020-12-11,,,,,,,,,,,,
2020-12-12,,,,,,,,,,,,
2020-12-13,,,,,,,,,,,,
2020-12-14,,,,,,,,,,,,
2020-12-15,,,,,,,,,,,,
2020-12-16,,,,,,,,,,,,
2020-12-17,LUMINALIA 1,,,,,,,,,,,
2020-12-18,LUMINALIA 2,,,,,,,,,,,
2020-12-19,LUMINALIA 3,,,,,,,,,,,
2020-12-20,LUMINALIA 4,,,,,,,,,,,
2020-12-21,LUMINALIA 5,,,,,,,,,,,
2020-12-22,LUMINALIA 6,,,,,,,,,,,
2020-12-23,LUMINALIA 7,,,,,,,,,,,
2020-12-24,LUMINALIA 8,,,,,,,,,,,
2020-12-25,LUMINALIA 9,,,,,,,,,,,
2020-12-26,LUMINALIA 10,,,,,,,,,,,
2020-12-27,LUMINALIA 11,,,,,,,,,,,
2020-12-28,LUMINALIA 12,,,,,,,,,,,
2020-12-29,LUMINALIA 13,,,,,,,,,,,
2020-12-30,LUMINALIA 14,,,,,,,,,,,
2020-12-31,LUMINALIA 15,,,,,,,,,,,
2021-01-01,,,,,,,,,,,,
2021-01-02,,,,,,,,,,,,
2021-01-03,,,,,,,,,,,,
2021-01-04,,,,,,,,,,,,
2021-01-05,,,,,,,,,,,,
2021-01-06,,,,,,,,,,,,
2021-01-07,,,,,,,,,,,,
2021-01-08,,,,,,,,,,,,
2021-01-09,,,,,,,,,,,,
2021-01-10,,,,,,,,,,,,
2021-01-11,,,,,,,,,,,,
2021-01-12,,,,,,,,,,,,
2021-01-13,,,,,,,,,,,,
2021-01-14,,,,,,,,,,,,
2021-01-15,,,,,,,,,,,,
2021-01-16,,,,,,,,,,,,
2021-01-17,,,,,,,,,,,,
2021-01-18,,,,,,,,,,,,
2021-01-19,,,,,,,,,,,,
2021-01-20,,,,,,,,,,,,
2021-01-21,,,,,,,,,,,,
2021-01-22,,,,,,,,,,,,
2021-01-23,,,,,,,,,,,,
2021-01-24,,,,,,,,,,,,
2021-01-25,,,,,,,,,,,,
2021-01-26,,,,,,,,,,,,
2021-01-27,,,,,,,,,,,,
2021-01-28,,,,,,,,,,,,
2021-01-29,,,,,,,,,,,,
2021-01-30,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,
2021-02-01,,,,,,,,,,,,
2021-02-02,,,,,,,,,,,,
2021-02-03,,,,,,,,,,,,
2021-02-04,,,,,,,,,,,,
2021-02-05,,,,,,,,,,,,
2021-02-06,,,,,,,,,,,,
2021-02-07,,,,,,,,,,,,
2021-02-08,,,,,,,,,,,,
2021-02-09,,,,,,,,,,,,
2021-02-10,,,,,,,,,,,,
2021-02-11,,,,,,,,,,,,
2021-02-12,,,,,,,,,,,,
2021-02-13,,,,,,,,,,,,
2021-02-14,VALENTINE 1,,,,,,,,,,,
2021-02-15,VALENTINE 2,,,,,,,,,,,
2021-02-16,VALENTINE 3,,,,,,,,,,,
2021-02-17,VALENTINE 4,,,,,,,,,,,
2021-02-18,VALENTINE 5,,,,,,,,,,,
2021-02-19,VALENTINE 6,,,,,,,,,,,
2021-02-20,VALENTINE 7,,,,,,,,,,,
2021-02-21,,,,,,,,,,,,
2021-02-22,,,,,,,,,,,,
2021-02-23,,,,,,,,,,,,
2021-02-24,,,,,,,,,,,,
2021-02-25,,,,,,,,,,,,
2021-02-26,,,,,,,,,,,,
2021-02-27,,,,,,,,,,,,
2021-02-28,,,,,,,,,,,,
2021-03-01,,,,,,,,,,,,
2021-03-02,,,,,,,,,,,,
2021-03-03,,,,,,,,,,,,
2021-03-04,,,,,,,,,,,,
2021-03-05,,,,,,,,,,,,
2021-03-06,,,,,,,,,,,,
2021-03-07,,,,,,,,,,,,
2021-03-08,,,,,,,,,,,,
2021-03-09,,,,,,,,,,,,
2021-03-10,,,,,,,,,,,,
2021-03-11,,,,,,,,,,,,
2021-03-12,FORTUNA 1,,,,,,,,,,,
2021-03-13,FORTUNA 2,,,,,,,,,,,
2021-03-14,FORTUNA 3,,,,,,,,,,,
2021-03-15,FORTUNA 4,,,,,,,,,,,
2021-03-16,FORTUNA 5,,,,,,,,,,,
2021-03-17,FORTUNA 6,,,,,,,,,,,
2021-03-18,FORTUNA 7,,,,,,,,,,,
2021-03-19,FORTUNA 8,,,,,,,,,,,
2021-03-20,FORTUNA 9,,,,,,,,,,,
2021-03-21,FORTUNA 10,,,,,,,,,,,
2021-03-22,FORTUNA 11,,,,Guesd Fortuna end date,,,,,,,
2021-03-23,,,,,,,,,,,,
2021-03-24,,,,,,,,,,,,
2021-03-25,,,,,,,,,,,,
2021-03-26,,,,,,,,,,,,
2021-03-27,,,,,,,,,,,,
2021-03-28,,,,,,,,,,,,
2021-03-29,,,,,,,,,,,,
2021-03-30,,,,,,,,,,,,
2021-03-31,,,,,,,,,,,,
2021-04-01,,,,,,,,,,,,
2021-04-02,,,,,,,,,,,,
2021-04-03,,,,,,,,,,,,
2021-04-04,,,,,,,,,,,,
2021-04-05,,,,,,,,,,,,
2021-04-06,,,,,,,,,,,,
2021-04-07,,,,,,,,,,,,
2021-04-08,,,,,,,,,,,,
2021-04-09,,,,,,,,,,,,
2021-04-10,,,,,,,,,,,,
2021-04-11,,,,,,,,,,,,
2021-04-12,,,,,,,,,,,,
2021-04-13,,,,,,,,,,,,
2021-04-14,,,,,,,,,,,,
2021-04-15,,,,,,,,,,,,
2021-04-16,,,,,,,,,,,,
2021-04-17,,,,,,,,,,,,
2021-04-18,,,,,,,,,,,,
2021-04-19,,,,,,,,,,,,
2021-04-20,,,,,,,,,,,,
2021-04-21,,,,,,,,,,,,
2021-04-22,,,,,,,,,,,,
2021-04-23,,,,,,,,,,,,
2021-04-24,,,,,,,,,,,,
2021-04-25,,,,,,,,,,,,
2021-04-26,,,,,,,,,,,,
2021-04-27,,,,,,,,,,,,
2021-04-28,,,,,,,,,,,,
2021-04-29,,,,,,,,,,,,
2021-04-30,,,,,,,,,,,,
2021-05-01,,,,,,,,,,,,
2021-05-02,,,,,,,,,,,,
2021-05-03,,,,,,,,,,,,
2021-05-04,,,,,,,,,,,,
2021-05-05,,,,,,,,,,,,
2021-05-06,,,,,,,,,,,,
2021-05-07,,,,,,,,,,,,
2021-05-08,,,,,,,,,,,,
2021-05-09,,,,,,,,,,,,
2021-05-10,,,,,,,,,,,,
2021-05-11,,,,,,,,,,,,
2021-05-12,,,,,,,,,,,,
2021-05-13,,,,,,,,,,,,
2021-05-14,,,,,,,,,,,,
2021-05-15,,,,,,,,,,,,
2021-05-16,,,,,,,,,,,,
2021-05-17,,,,,,,,,,,,
2021-05-18,,,,,,,,,,,,
2021-05-19,,,,,,,,,,,,
2021-05-20,INVICTUS 0,RSI Scorpius concept sale starts,RSI Scorpius,,,,,,,,,
2021-05-21,INVICTUS 1,"Invictus Fleet Week 2951 starts - RSI, Origin, Consolidated Outland, and Argo Astronautics",,,,,,,,,,
2021-05-22,INVICTUS 2,,,,Free Fly starts,,,,,,,
2021-05-23,INVICTUS 3,Aegis Dynamics,,,,,,,,,,
2021-05-24,INVICTUS 4,,,,,,,,,,,
2021-05-25,INVICTUS 5,"Crusader Industries, Tumbril Landsystems, and MISC",,,,,,,,,,
2021-05-26,INVICTUS 6,,,,,,,,,,,
2021-05-27,INVICTUS 7,Anvil,,,,,,,,,,
